"model","additional_parameter_value","dimensionality","method","initial_density","CV"
"drift",0.1,3,"prediction",1565.7,0.062429
"drift",0.1,3,"prediction",1636.4,0.061999
"drift",0.1,3,"prediction",1707.1,0.061591
"drift",0.1,3,"prediction",1777.8,0.061203
"drift",0.1,3,"prediction",1848.5,0.060832
"drift",0.1,3,"prediction",1919.2,0.060477
"drift",0.1,3,"prediction",1989.9,0.060138
"drift",0.1,3,"prediction",2060.6,0.059812
"drift",0.1,3,"prediction",2131.3,0.059499
"drift",0.1,3,"prediction",2202,0.059199
"drift",0.1,3,"prediction",2272.7,0.058909
"drift",0.1,3,"prediction",2343.4,0.05863
"drift",0.1,3,"prediction",2414.1,0.05836
"drift",0.1,3,"prediction",2484.8,0.0581
"drift",0.1,3,"prediction",2555.6,0.057848
"drift",0.1,3,"prediction",2626.3,0.057604
"drift",0.1,3,"prediction",2697,0.057368
"drift",0.1,3,"prediction",2767.7,0.057139
"drift",0.1,3,"prediction",2838.4,0.056916
"drift",0.1,3,"prediction",2909.1,0.056701
"drift",0.1,3,"prediction",2979.8,0.056491
"drift",0.1,3,"prediction",3050.5,0.056287
"drift",0.1,3,"prediction",3121.2,0.056088
"drift",0.1,3,"prediction",3191.9,0.055894
"drift",0.1,3,"prediction",3262.6,0.055706
"drift",0.1,3,"prediction",3333.3,0.055522
"drift",0.1,3,"prediction",3404,0.055343
"drift",0.1,3,"prediction",3474.7,0.055168
"drift",0.1,3,"prediction",3545.5,0.054997
"drift",0.1,3,"prediction",3616.2,0.05483
"drift",0.1,3,"prediction",3686.9,0.054667
"drift",0.1,3,"prediction",3757.6,0.054507
"drift",0.1,3,"prediction",3828.3,0.054351
"drift",0.1,3,"prediction",3899,0.054198
"drift",0.1,3,"prediction",3969.7,0.054049
"drift",0.1,3,"prediction",4040.4,0.053902
"drift",0.1,3,"prediction",4111.1,0.053759
"drift",0.1,3,"prediction",4181.8,0.053618
"drift",0.1,3,"prediction",4252.5,0.05348
"drift",0.1,3,"prediction",4323.2,0.053345
"drift",0.1,3,"prediction",4393.9,0.053212
"drift",0.1,3,"prediction",4464.6,0.053082
"drift",0.1,3,"prediction",4535.4,0.052954
"drift",0.1,3,"prediction",4606.1,0.052829
"drift",0.1,3,"prediction",4676.8,0.052706
"drift",0.1,3,"prediction",4747.5,0.052584
"drift",0.1,3,"prediction",4818.2,0.052465
"drift",0.1,3,"prediction",4888.9,0.052348
"drift",0.1,3,"prediction",4959.6,0.052233
"drift",0.1,3,"prediction",5030.3,0.05212
"drift",0.1,3,"prediction",5101,0.052009
"drift",0.1,3,"prediction",5171.7,0.051899
"drift",0.1,3,"prediction",5242.4,0.051791
"drift",0.1,3,"prediction",5313.1,0.051685
"drift",0.1,3,"prediction",5383.8,0.051581
"drift",0.1,3,"prediction",5454.5,0.051478
"drift",0.1,3,"prediction",5525.3,0.051376
"drift",0.1,3,"prediction",5596,0.051277
"drift",0.1,3,"prediction",5666.7,0.051178
"drift",0.1,3,"prediction",5737.4,0.051081
"drift",0.1,3,"prediction",5808.1,0.050986
"drift",0.1,3,"prediction",5878.8,0.050891
"drift",0.1,3,"prediction",5949.5,0.050798
"drift",0.1,3,"prediction",6020.2,0.050707
"drift",0.1,3,"prediction",6090.9,0.050616
"drift",0.1,3,"prediction",6161.6,0.050527
"drift",0.1,3,"prediction",6232.3,0.050439
"drift",0.1,3,"prediction",6303,0.050352
"drift",0.1,3,"prediction",6373.7,0.050266
"drift",0.1,3,"prediction",6444.4,0.050182
"drift",0.1,3,"prediction",6515.2,0.050098
"drift",0.1,3,"prediction",6585.9,0.050016
"drift",0.1,3,"prediction",6656.6,0.049934
"drift",0.1,3,"prediction",6727.3,0.049854
"drift",0.1,3,"prediction",6798,0.049774
"drift",0.1,3,"prediction",6868.7,0.049695
"drift",0.1,3,"prediction",6939.4,0.049618
"drift",0.1,3,"prediction",7010.1,0.049541
"drift",0.1,3,"prediction",7080.8,0.049465
"drift",0.1,3,"prediction",7151.5,0.04939
"drift",0.1,3,"prediction",7222.2,0.049316
"drift",0.1,3,"prediction",7292.9,0.049243
"drift",0.1,3,"prediction",7363.6,0.049171
"drift",0.1,3,"prediction",7434.3,0.049099
"drift",0.1,3,"prediction",7505.1,0.049028
"drift",0.1,3,"prediction",7575.8,0.048958
"drift",0.1,3,"prediction",7646.5,0.048889
"drift",0.1,3,"prediction",7717.2,0.04882
"drift",0.1,3,"prediction",7787.9,0.048752
"drift",0.1,3,"prediction",7858.6,0.048685
"drift",0.1,3,"prediction",7929.3,0.048619
"drift",0.1,3,"prediction",8000,0.048553
"drift",0.25,3,"prediction",1000,0.066986
"drift",0.25,3,"prediction",1070.7,0.066267
"drift",0.25,3,"prediction",1141.4,0.065602
"drift",0.25,3,"prediction",1212.1,0.064985
"drift",0.25,3,"prediction",1282.8,0.064408
"drift",0.25,3,"prediction",1353.5,0.063868
"drift",0.25,3,"prediction",1424.2,0.06336
"drift",0.25,3,"prediction",1494.9,0.062881
"drift",0.25,3,"prediction",1565.7,0.062429
"drift",0.25,3,"prediction",1636.4,0.061999
"drift",0.25,3,"prediction",1707.1,0.061591
"drift",0.25,3,"prediction",1777.8,0.061203
"drift",0.25,3,"prediction",1848.5,0.060832
"drift",0.25,3,"prediction",1919.2,0.060477
"drift",0.25,3,"prediction",1989.9,0.060138
"drift",0.25,3,"prediction",2060.6,0.059812
"drift",0.25,3,"prediction",2131.3,0.059499
"drift",0.25,3,"prediction",2202,0.059199
"drift",0.25,3,"prediction",2272.7,0.058909
"drift",0.25,3,"prediction",2343.4,0.05863
"drift",0.25,3,"prediction",2414.1,0.05836
"drift",0.25,3,"prediction",2484.8,0.0581
"drift",0.25,3,"prediction",2555.6,0.057848
"drift",0.25,3,"prediction",2626.3,0.057604
"drift",0.25,3,"prediction",2697,0.057368
"drift",0.25,3,"prediction",2767.7,0.057139
"drift",0.25,3,"prediction",2838.4,0.056916
"drift",0.25,3,"prediction",2909.1,0.056701
"drift",0.25,3,"prediction",2979.8,0.056491
"drift",0.25,3,"prediction",3050.5,0.056287
"drift",0.25,3,"prediction",3121.2,0.056088
"drift",0.25,3,"prediction",3191.9,0.055894
"drift",0.25,3,"prediction",3262.6,0.055706
"drift",0.25,3,"prediction",3333.3,0.055522
"drift",0.25,3,"prediction",3404,0.055343
"drift",0.25,3,"prediction",3474.7,0.055168
"drift",0.25,3,"prediction",3545.5,0.054997
"drift",0.25,3,"prediction",3616.2,0.05483
"drift",0.25,3,"prediction",3686.9,0.054667
"drift",0.25,3,"prediction",3757.6,0.054507
"drift",0.25,3,"prediction",3828.3,0.054351
"drift",0.25,3,"prediction",3899,0.054198
"drift",0.25,3,"prediction",3969.7,0.054049
"drift",0.25,3,"prediction",4040.4,0.053902
"drift",0.25,3,"prediction",4111.1,0.053759
"drift",0.25,3,"prediction",4181.8,0.053618
"drift",0.25,3,"prediction",4252.5,0.05348
"drift",0.25,3,"prediction",4323.2,0.053345
"drift",0.25,3,"prediction",4393.9,0.053212
"drift",0.25,3,"prediction",4464.6,0.053082
"drift",0.25,3,"prediction",4535.4,0.052954
"drift",0.25,3,"prediction",4606.1,0.052829
"drift",0.25,3,"prediction",4676.8,0.052706
"drift",0.25,3,"prediction",4747.5,0.052584
"drift",0.25,3,"prediction",4818.2,0.052465
"drift",0.25,3,"prediction",4888.9,0.052348
"drift",0.25,3,"prediction",4959.6,0.052233
"drift",0.25,3,"prediction",5030.3,0.05212
"drift",0.25,3,"prediction",5101,0.052009
"drift",0.25,3,"prediction",5171.7,0.051899
"drift",0.25,3,"prediction",5242.4,0.051791
"drift",0.25,3,"prediction",5313.1,0.051685
"drift",0.25,3,"prediction",5383.8,0.051581
"drift",0.25,3,"prediction",5454.5,0.051478
"drift",0.25,3,"prediction",5525.3,0.051376
"drift",0.25,3,"prediction",5596,0.051277
"drift",0.25,3,"prediction",5666.7,0.051178
"drift",0.25,3,"prediction",5737.4,0.051081
"drift",0.25,3,"prediction",5808.1,0.050986
"drift",0.25,3,"prediction",5878.8,0.050891
"drift",0.25,3,"prediction",5949.5,0.050798
"drift",0.25,3,"prediction",6020.2,0.050707
"drift",0.25,3,"prediction",6090.9,0.050616
"drift",0.25,3,"prediction",6161.6,0.050527
"drift",0.25,3,"prediction",6232.3,0.050439
"drift",0.25,3,"prediction",6303,0.050352
"drift",0.25,3,"prediction",6373.7,0.050266
"drift",0.25,3,"prediction",6444.4,0.050182
"drift",0.25,3,"prediction",6515.2,0.050098
"drift",0.25,3,"prediction",6585.9,0.050016
"drift",0.25,3,"prediction",6656.6,0.049934
"drift",0.25,3,"prediction",6727.3,0.049854
"drift",0.25,3,"prediction",6798,0.049774
"drift",0.25,3,"prediction",6868.7,0.049695
"drift",0.25,3,"prediction",6939.4,0.049618
"drift",0.25,3,"prediction",7010.1,0.049541
"drift",0.25,3,"prediction",7080.8,0.049465
"drift",0.25,3,"prediction",7151.5,0.04939
"drift",0.25,3,"prediction",7222.2,0.049316
"drift",0.25,3,"prediction",7292.9,0.049243
"drift",0.25,3,"prediction",7363.6,0.049171
"drift",0.25,3,"prediction",7434.3,0.049099
"drift",0.25,3,"prediction",7505.1,0.049028
"drift",0.25,3,"prediction",7575.8,0.048958
"drift",0.25,3,"prediction",7646.5,0.048889
"drift",0.25,3,"prediction",7717.2,0.04882
"drift",0.25,3,"prediction",7787.9,0.048752
"drift",0.25,3,"prediction",7858.6,0.048685
"drift",0.25,3,"prediction",7929.3,0.048619
"drift",0.25,3,"prediction",8000,0.048553
"drift",0.5,3,"prediction",1000,0.066986
"drift",0.5,3,"prediction",1070.7,0.066267
"drift",0.5,3,"prediction",1141.4,0.065602
"drift",0.5,3,"prediction",1212.1,0.064985
"drift",0.5,3,"prediction",1282.8,0.064408
"drift",0.5,3,"prediction",1353.5,0.063868
"drift",0.5,3,"prediction",1424.2,0.06336
"drift",0.5,3,"prediction",1494.9,0.062881
"drift",0.5,3,"prediction",1565.7,0.062429
"drift",0.5,3,"prediction",1636.4,0.061999
"drift",0.5,3,"prediction",1707.1,0.061591
"drift",0.5,3,"prediction",1777.8,0.061203
"drift",0.5,3,"prediction",1848.5,0.060832
"drift",0.5,3,"prediction",1919.2,0.060477
"drift",0.5,3,"prediction",1989.9,0.060138
"drift",0.5,3,"prediction",2060.6,0.059812
"drift",0.5,3,"prediction",2131.3,0.059499
"drift",0.5,3,"prediction",2202,0.059199
"drift",0.5,3,"prediction",2272.7,0.058909
"drift",0.5,3,"prediction",2343.4,0.05863
"drift",0.5,3,"prediction",2414.1,0.05836
"drift",0.5,3,"prediction",2484.8,0.0581
"drift",0.5,3,"prediction",2555.6,0.057848
"drift",0.5,3,"prediction",2626.3,0.057604
"drift",0.5,3,"prediction",2697,0.057368
"drift",0.5,3,"prediction",2767.7,0.057139
"drift",0.5,3,"prediction",2838.4,0.056916
"drift",0.5,3,"prediction",2909.1,0.056701
"drift",0.5,3,"prediction",2979.8,0.056491
"drift",0.5,3,"prediction",3050.5,0.056287
"drift",0.5,3,"prediction",3121.2,0.056088
"drift",0.5,3,"prediction",3191.9,0.055894
"drift",0.5,3,"prediction",3262.6,0.055706
"drift",0.5,3,"prediction",3333.3,0.055522
"drift",0.5,3,"prediction",3404,0.055343
"drift",0.5,3,"prediction",3474.7,0.055168
"drift",0.5,3,"prediction",3545.5,0.054997
"drift",0.5,3,"prediction",3616.2,0.05483
"drift",0.5,3,"prediction",3686.9,0.054667
"drift",0.5,3,"prediction",3757.6,0.054507
"drift",0.5,3,"prediction",3828.3,0.054351
"drift",0.5,3,"prediction",3899,0.054198
"drift",0.5,3,"prediction",3969.7,0.054049
"drift",0.5,3,"prediction",4040.4,0.053902
"drift",0.5,3,"prediction",4111.1,0.053759
"drift",0.5,3,"prediction",4181.8,0.053618
"drift",0.5,3,"prediction",4252.5,0.05348
"drift",0.5,3,"prediction",4323.2,0.053345
"drift",0.5,3,"prediction",4393.9,0.053212
"drift",0.5,3,"prediction",4464.6,0.053082
"drift",0.5,3,"prediction",4535.4,0.052954
"drift",0.5,3,"prediction",4606.1,0.052829
"drift",0.5,3,"prediction",4676.8,0.052706
"drift",0.5,3,"prediction",4747.5,0.052584
"drift",0.5,3,"prediction",4818.2,0.052465
"drift",0.5,3,"prediction",4888.9,0.052348
"drift",0.5,3,"prediction",4959.6,0.052233
"drift",0.5,3,"prediction",5030.3,0.05212
"drift",0.5,3,"prediction",5101,0.052009
"drift",0.5,3,"prediction",5171.7,0.051899
"drift",0.5,3,"prediction",5242.4,0.051791
"drift",0.5,3,"prediction",5313.1,0.051685
"drift",0.5,3,"prediction",5383.8,0.051581
"drift",0.5,3,"prediction",5454.5,0.051478
"drift",0.5,3,"prediction",5525.3,0.051376
"drift",0.5,3,"prediction",5596,0.051277
"drift",0.5,3,"prediction",5666.7,0.051178
"drift",0.5,3,"prediction",5737.4,0.051081
"drift",0.5,3,"prediction",5808.1,0.050986
"drift",0.5,3,"prediction",5878.8,0.050891
"drift",0.5,3,"prediction",5949.5,0.050798
"drift",0.5,3,"prediction",6020.2,0.050707
"drift",0.5,3,"prediction",6090.9,0.050616
"drift",0.5,3,"prediction",6161.6,0.050527
"drift",0.5,3,"prediction",6232.3,0.050439
"drift",0.5,3,"prediction",6303,0.050352
"drift",0.5,3,"prediction",6373.7,0.050266
"drift",0.5,3,"prediction",6444.4,0.050182
"drift",0.5,3,"prediction",6515.2,0.050098
"drift",0.5,3,"prediction",6585.9,0.050016
"drift",0.5,3,"prediction",6656.6,0.049934
"drift",0.5,3,"prediction",6727.3,0.049854
"drift",0.5,3,"prediction",6798,0.049774
"drift",0.5,3,"prediction",6868.7,0.049695
"drift",0.5,3,"prediction",6939.4,0.049618
"drift",0.5,3,"prediction",7010.1,0.049541
"drift",0.5,3,"prediction",7080.8,0.049465
"drift",0.5,3,"prediction",7151.5,0.04939
"drift",0.5,3,"prediction",7222.2,0.049316
"drift",0.5,3,"prediction",7292.9,0.049243
"drift",0.5,3,"prediction",7363.6,0.049171
"drift",0.5,3,"prediction",7434.3,0.049099
"drift",0.5,3,"prediction",7505.1,0.049028
"drift",0.5,3,"prediction",7575.8,0.048958
"drift",0.5,3,"prediction",7646.5,0.048889
"drift",0.5,3,"prediction",7717.2,0.04882
"drift",0.5,3,"prediction",7787.9,0.048752
"drift",0.5,3,"prediction",7858.6,0.048685
"drift",0.5,3,"prediction",7929.3,0.048619
"drift",0.5,3,"prediction",8000,0.048553
"drift",0.05,1,"simulation",1000,0.062263
"drift",0.05,1,"simulation",3000,0.036407
"drift",0.05,1,"simulation",5000,0.027504
"drift",0.05,1,"simulation",7000,0.023407
"drift",0.05,1,"simulation",9000,0.020231
"drift",0.1,1,"simulation",1000,0.031464
"drift",0.1,1,"simulation",3000,0.017966
"drift",0.1,1,"simulation",5000,0.013681
"drift",0.1,1,"simulation",7000,0.011475
"drift",0.1,1,"simulation",9000,0.010043
"drift",0.25,1,"simulation",1000,0.01219
"drift",0.25,1,"simulation",3000,0.0068816
"drift",0.25,1,"simulation",5000,0.0051447
"drift",0.25,1,"simulation",7000,0.0043315
"drift",0.25,1,"simulation",9000,0.0037071
"drift",0.5,1,"simulation",1000,0.0053981
"drift",0.5,1,"simulation",3000,0.0029399
"drift",0.5,1,"simulation",5000,0.0022071
"drift",0.5,1,"simulation",7000,0.0017682
"drift",0.5,1,"simulation",9000,0.0014946
"drift",0.05,2,"simulation",961,0.080867
"drift",0.05,2,"simulation",2916,0.062746
"drift",0.05,2,"simulation",4900,0.05543
"drift",0.05,2,"simulation",6889,0.050821
"drift",0.05,2,"simulation",8836,0.048192
"drift",0.1,2,"simulation",961,0.049515
"drift",0.1,2,"simulation",2916,0.037834
"drift",0.1,2,"simulation",4900,0.033169
"drift",0.1,2,"simulation",6889,0.030557
"drift",0.1,2,"simulation",8836,0.028861
"drift",0.25,2,"simulation",961,0.02551
"drift",0.25,2,"simulation",2916,0.019069
"drift",0.25,2,"simulation",4900,0.016472
"drift",0.25,2,"simulation",6889,0.015342
"drift",0.25,2,"simulation",8836,0.014575
"drift",0.5,2,"simulation",961,0.014655
"drift",0.5,2,"simulation",2916,0.011104
"drift",0.5,2,"simulation",4900,0.0096642
"drift",0.5,2,"simulation",6889,0.0088416
"drift",0.5,2,"simulation",8836,0.0083147
"drift",0.05,3,"simulation",1000,0.038509
"drift",0.05,3,"simulation",2744,0.032499
"drift",0.05,3,"simulation",4913,0.029806
"drift",0.05,3,"simulation",6859,0.028111
"drift",0.05,3,"simulation",8000,0.027976
"drift",0.1,3,"simulation",1000,0.033056
"drift",0.1,3,"simulation",2744,0.027702
"drift",0.1,3,"simulation",4913,0.02514
"drift",0.1,3,"simulation",6859,0.023611
"drift",0.1,3,"simulation",8000,0.022871
"drift",0.25,3,"simulation",1000,0.024238
"drift",0.25,3,"simulation",2744,0.020511
"drift",0.25,3,"simulation",4913,0.018333
"drift",0.25,3,"simulation",6859,0.01753
"drift",0.25,3,"simulation",8000,0.016864
"drift",0.5,3,"simulation",1000,0.018311
"drift",0.5,3,"simulation",2744,0.015219
"drift",0.5,3,"simulation",4913,0.013754
"drift",0.5,3,"simulation",6859,0.012899
"drift",0.5,3,"simulation",8000,0.012475
"jump",2,1,"prediction",1000,0.29798
"jump",2,1,"prediction",1080.8,0.29798
"jump",2,1,"prediction",1161.6,0.29798
"jump",2,1,"prediction",1242.4,0.29798
"jump",2,1,"prediction",1323.2,0.29798
"jump",2,1,"prediction",1404,0.29798
"jump",2,1,"prediction",1484.8,0.29798
"jump",2,1,"prediction",1565.7,0.29798
"jump",2,1,"prediction",1646.5,0.29798
"jump",2,1,"prediction",1727.3,0.29798
"jump",2,1,"prediction",1808.1,0.29798
"jump",2,1,"prediction",1888.9,0.29798
"jump",2,1,"prediction",1969.7,0.29798
"jump",2,1,"prediction",2050.5,0.29798
"jump",2,1,"prediction",2131.3,0.29798
"jump",2,1,"prediction",2212.1,0.29798
"jump",2,1,"prediction",2292.9,0.29798
"jump",2,1,"prediction",2373.7,0.29798
"jump",2,1,"prediction",2454.5,0.29798
"jump",2,1,"prediction",2535.4,0.29798
"jump",2,1,"prediction",2616.2,0.29798
"jump",2,1,"prediction",2697,0.29798
"jump",2,1,"prediction",2777.8,0.29798
"jump",2,1,"prediction",2858.6,0.29798
"jump",2,1,"prediction",2939.4,0.29798
"jump",2,1,"prediction",3020.2,0.29798
"jump",2,1,"prediction",3101,0.29798
"jump",2,1,"prediction",3181.8,0.29798
"jump",2,1,"prediction",3262.6,0.29798
"jump",2,1,"prediction",3343.4,0.29798
"jump",2,1,"prediction",3424.2,0.29798
"jump",2,1,"prediction",3505.1,0.29798
"jump",2,1,"prediction",3585.9,0.29798
"jump",2,1,"prediction",3666.7,0.29798
"jump",2,1,"prediction",3747.5,0.29798
"jump",2,1,"prediction",3828.3,0.29798
"jump",2,1,"prediction",3909.1,0.29798
"jump",2,1,"prediction",3989.9,0.29798
"jump",2,1,"prediction",4070.7,0.29798
"jump",2,1,"prediction",4151.5,0.29798
"jump",2,1,"prediction",4232.3,0.29798
"jump",2,1,"prediction",4313.1,0.29798
"jump",2,1,"prediction",4393.9,0.29798
"jump",2,1,"prediction",4474.7,0.29798
"jump",2,1,"prediction",4555.6,0.29798
"jump",2,1,"prediction",4636.4,0.29798
"jump",2,1,"prediction",4717.2,0.29798
"jump",2,1,"prediction",4798,0.29798
"jump",2,1,"prediction",4878.8,0.29798
"jump",2,1,"prediction",4959.6,0.29798
"jump",2,1,"prediction",5040.4,0.29798
"jump",2,1,"prediction",5121.2,0.29798
"jump",2,1,"prediction",5202,0.29798
"jump",2,1,"prediction",5282.8,0.29798
"jump",2,1,"prediction",5363.6,0.29798
"jump",2,1,"prediction",5444.4,0.29798
"jump",2,1,"prediction",5525.3,0.29798
"jump",2,1,"prediction",5606.1,0.29798
"jump",2,1,"prediction",5686.9,0.29798
"jump",2,1,"prediction",5767.7,0.29798
"jump",2,1,"prediction",5848.5,0.29798
"jump",2,1,"prediction",5929.3,0.29798
"jump",2,1,"prediction",6010.1,0.29798
"jump",2,1,"prediction",6090.9,0.29798
"jump",2,1,"prediction",6171.7,0.29798
"jump",2,1,"prediction",6252.5,0.29798
"jump",2,1,"prediction",6333.3,0.29798
"jump",2,1,"prediction",6414.1,0.29798
"jump",2,1,"prediction",6494.9,0.29798
"jump",2,1,"prediction",6575.8,0.29798
"jump",2,1,"prediction",6656.6,0.29798
"jump",2,1,"prediction",6737.4,0.29798
"jump",2,1,"prediction",6818.2,0.29798
"jump",2,1,"prediction",6899,0.29798
"jump",2,1,"prediction",6979.8,0.29798
"jump",2,1,"prediction",7060.6,0.29798
"jump",2,1,"prediction",7141.4,0.29798
"jump",2,1,"prediction",7222.2,0.29798
"jump",2,1,"prediction",7303,0.29798
"jump",2,1,"prediction",7383.8,0.29798
"jump",2,1,"prediction",7464.6,0.29798
"jump",2,1,"prediction",7545.5,0.29798
"jump",2,1,"prediction",7626.3,0.29798
"jump",2,1,"prediction",7707.1,0.29798
"jump",2,1,"prediction",7787.9,0.29798
"jump",2,1,"prediction",7868.7,0.29798
"jump",2,1,"prediction",7949.5,0.29798
"jump",2,1,"prediction",8030.3,0.29798
"jump",2,1,"prediction",8111.1,0.29798
"jump",2,1,"prediction",8191.9,0.29798
"jump",2,1,"prediction",8272.7,0.29798
"jump",2,1,"prediction",8353.5,0.29798
"jump",2,1,"prediction",8434.3,0.29798
"jump",2,1,"prediction",8515.2,0.29798
"jump",2,1,"prediction",8596,0.29798
"jump",2,1,"prediction",8676.8,0.29798
"jump",2,1,"prediction",8757.6,0.29798
"jump",2,1,"prediction",8838.4,0.29798
"jump",2,1,"prediction",8919.2,0.29798
"jump",2,1,"prediction",9000,0.29798
"jump",2.5,1,"prediction",1000,0.29798
"jump",2.5,1,"prediction",1080.8,0.29798
"jump",2.5,1,"prediction",1161.6,0.29798
"jump",2.5,1,"prediction",1242.4,0.29798
"jump",2.5,1,"prediction",1323.2,0.29798
"jump",2.5,1,"prediction",1404,0.29798
"jump",2.5,1,"prediction",1484.8,0.29798
"jump",2.5,1,"prediction",1565.7,0.29798
"jump",2.5,1,"prediction",1646.5,0.29798
"jump",2.5,1,"prediction",1727.3,0.29798
"jump",2.5,1,"prediction",1808.1,0.29798
"jump",2.5,1,"prediction",1888.9,0.29798
"jump",2.5,1,"prediction",1969.7,0.29798
"jump",2.5,1,"prediction",2050.5,0.29798
"jump",2.5,1,"prediction",2131.3,0.29798
"jump",2.5,1,"prediction",2212.1,0.29798
"jump",2.5,1,"prediction",2292.9,0.29798
"jump",2.5,1,"prediction",2373.7,0.29798
"jump",2.5,1,"prediction",2454.5,0.29798
"jump",2.5,1,"prediction",2535.4,0.29798
"jump",2.5,1,"prediction",2616.2,0.29798
"jump",2.5,1,"prediction",2697,0.29798
"jump",2.5,1,"prediction",2777.8,0.29798
"jump",2.5,1,"prediction",2858.6,0.29798
"jump",2.5,1,"prediction",2939.4,0.29798
"jump",2.5,1,"prediction",3020.2,0.29798
"jump",2.5,1,"prediction",3101,0.29798
"jump",2.5,1,"prediction",3181.8,0.29798
"jump",2.5,1,"prediction",3262.6,0.29798
"jump",2.5,1,"prediction",3343.4,0.29798
"jump",2.5,1,"prediction",3424.2,0.29798
"jump",2.5,1,"prediction",3505.1,0.29798
"jump",2.5,1,"prediction",3585.9,0.29798
"jump",2.5,1,"prediction",3666.7,0.29798
"jump",2.5,1,"prediction",3747.5,0.29798
"jump",2.5,1,"prediction",3828.3,0.29798
"jump",2.5,1,"prediction",3909.1,0.29798
"jump",2.5,1,"prediction",3989.9,0.29798
"jump",2.5,1,"prediction",4070.7,0.29798
"jump",2.5,1,"prediction",4151.5,0.29798
"jump",2.5,1,"prediction",4232.3,0.29798
"jump",2.5,1,"prediction",4313.1,0.29798
"jump",2.5,1,"prediction",4393.9,0.29798
"jump",2.5,1,"prediction",4474.7,0.29798
"jump",2.5,1,"prediction",4555.6,0.29798
"jump",2.5,1,"prediction",4636.4,0.29798
"jump",2.5,1,"prediction",4717.2,0.29798
"jump",2.5,1,"prediction",4798,0.29798
"jump",2.5,1,"prediction",4878.8,0.29798
"jump",2.5,1,"prediction",4959.6,0.29798
"jump",2.5,1,"prediction",5040.4,0.29798
"jump",2.5,1,"prediction",5121.2,0.29798
"jump",2.5,1,"prediction",5202,0.29798
"jump",2.5,1,"prediction",5282.8,0.29798
"jump",2.5,1,"prediction",5363.6,0.29798
"jump",2.5,1,"prediction",5444.4,0.29798
"jump",2.5,1,"prediction",5525.3,0.29798
"jump",2.5,1,"prediction",5606.1,0.29798
"jump",2.5,1,"prediction",5686.9,0.29798
"jump",2.5,1,"prediction",5767.7,0.29798
"jump",2.5,1,"prediction",5848.5,0.29798
"jump",2.5,1,"prediction",5929.3,0.29798
"jump",2.5,1,"prediction",6010.1,0.29798
"jump",2.5,1,"prediction",6090.9,0.29798
"jump",2.5,1,"prediction",6171.7,0.29798
"jump",2.5,1,"prediction",6252.5,0.29798
"jump",2.5,1,"prediction",6333.3,0.29798
"jump",2.5,1,"prediction",6414.1,0.29798
"jump",2.5,1,"prediction",6494.9,0.29798
"jump",2.5,1,"prediction",6575.8,0.29798
"jump",2.5,1,"prediction",6656.6,0.29798
"jump",2.5,1,"prediction",6737.4,0.29798
"jump",2.5,1,"prediction",6818.2,0.29798
"jump",2.5,1,"prediction",6899,0.29798
"jump",2.5,1,"prediction",6979.8,0.29798
"jump",2.5,1,"prediction",7060.6,0.29798
"jump",2.5,1,"prediction",7141.4,0.29798
"jump",2.5,1,"prediction",7222.2,0.29798
"jump",2.5,1,"prediction",7303,0.29798
"jump",2.5,1,"prediction",7383.8,0.29798
"jump",2.5,1,"prediction",7464.6,0.29798
"jump",2.5,1,"prediction",7545.5,0.29798
"jump",2.5,1,"prediction",7626.3,0.29798
"jump",2.5,1,"prediction",7707.1,0.29798
"jump",2.5,1,"prediction",7787.9,0.29798
"jump",2.5,1,"prediction",7868.7,0.29798
"jump",2.5,1,"prediction",7949.5,0.29798
"jump",2.5,1,"prediction",8030.3,0.29798
"jump",2.5,1,"prediction",8111.1,0.29798
"jump",2.5,1,"prediction",8191.9,0.29798
"jump",2.5,1,"prediction",8272.7,0.29798
"jump",2.5,1,"prediction",8353.5,0.29798
"jump",2.5,1,"prediction",8434.3,0.29798
"jump",2.5,1,"prediction",8515.2,0.29798
"jump",2.5,1,"prediction",8596,0.29798
"jump",2.5,1,"prediction",8676.8,0.29798
"jump",2.5,1,"prediction",8757.6,0.29798
"jump",2.5,1,"prediction",8838.4,0.29798
"jump",2.5,1,"prediction",8919.2,0.29798
"jump",2.5,1,"prediction",9000,0.29798
"jump",3,1,"prediction",1000,0.29798
"jump",3,1,"prediction",1080.8,0.29798
"jump",3,1,"prediction",1161.6,0.29798
"jump",3,1,"prediction",1242.4,0.29798
"jump",3,1,"prediction",1323.2,0.29798
"jump",3,1,"prediction",1404,0.29798
"jump",3,1,"prediction",1484.8,0.29798
"jump",3,1,"prediction",1565.7,0.29798
"jump",3,1,"prediction",1646.5,0.29798
"jump",3,1,"prediction",1727.3,0.29798
"jump",3,1,"prediction",1808.1,0.29798
"jump",3,1,"prediction",1888.9,0.29798
"jump",3,1,"prediction",1969.7,0.29798
"jump",3,1,"prediction",2050.5,0.29798
"jump",3,1,"prediction",2131.3,0.29798
"jump",3,1,"prediction",2212.1,0.29798
"jump",3,1,"prediction",2292.9,0.29798
"jump",3,1,"prediction",2373.7,0.29798
"jump",3,1,"prediction",2454.5,0.29798
"jump",3,1,"prediction",2535.4,0.29798
"jump",3,1,"prediction",2616.2,0.29798
"jump",3,1,"prediction",2697,0.29798
"jump",3,1,"prediction",2777.8,0.29798
"jump",3,1,"prediction",2858.6,0.29798
"jump",3,1,"prediction",2939.4,0.29798
