"model","additional_parameter_value","dimensionality","method","initial_density","CV"
"jump",2.5,3,"prediction",2131.3,0.059499
"jump",2.5,3,"prediction",2202,0.059199
"jump",2.5,3,"prediction",2272.7,0.058909
"jump",2.5,3,"prediction",2343.4,0.05863
"jump",2.5,3,"prediction",2414.1,0.05836
"jump",2.5,3,"prediction",2484.8,0.0581
"jump",2.5,3,"prediction",2555.6,0.057848
"jump",2.5,3,"prediction",2626.3,0.057604
"jump",2.5,3,"prediction",2697,0.057368
"jump",2.5,3,"prediction",2767.7,0.057139
"jump",2.5,3,"prediction",2838.4,0.056916
"jump",2.5,3,"prediction",2909.1,0.056701
"jump",2.5,3,"prediction",2979.8,0.056491
"jump",2.5,3,"prediction",3050.5,0.056287
"jump",2.5,3,"prediction",3121.2,0.056088
"jump",2.5,3,"prediction",3191.9,0.055894
"jump",2.5,3,"prediction",3262.6,0.055706
"jump",2.5,3,"prediction",3333.3,0.055522
"jump",2.5,3,"prediction",3404,0.055343
"jump",2.5,3,"prediction",3474.7,0.055168
"jump",2.5,3,"prediction",3545.5,0.054997
"jump",2.5,3,"prediction",3616.2,0.05483
"jump",2.5,3,"prediction",3686.9,0.054667
"jump",2.5,3,"prediction",3757.6,0.054507
"jump",2.5,3,"prediction",3828.3,0.054351
"jump",2.5,3,"prediction",3899,0.054198
"jump",2.5,3,"prediction",3969.7,0.054049
"jump",2.5,3,"prediction",4040.4,0.053902
"jump",2.5,3,"prediction",4111.1,0.053759
"jump",2.5,3,"prediction",4181.8,0.053618
"jump",2.5,3,"prediction",4252.5,0.05348
"jump",2.5,3,"prediction",4323.2,0.053345
"jump",2.5,3,"prediction",4393.9,0.053212
"jump",2.5,3,"prediction",4464.6,0.053082
"jump",2.5,3,"prediction",4535.4,0.052954
"jump",2.5,3,"prediction",4606.1,0.052829
"jump",2.5,3,"prediction",4676.8,0.052706
"jump",2.5,3,"prediction",4747.5,0.052584
"jump",2.5,3,"prediction",4818.2,0.052465
"jump",2.5,3,"prediction",4888.9,0.052348
"jump",2.5,3,"prediction",4959.6,0.052233
"jump",2.5,3,"prediction",5030.3,0.05212
"jump",2.5,3,"prediction",5101,0.052009
"jump",2.5,3,"prediction",5171.7,0.051899
"jump",2.5,3,"prediction",5242.4,0.051791
"jump",2.5,3,"prediction",5313.1,0.051685
"jump",2.5,3,"prediction",5383.8,0.051581
"jump",2.5,3,"prediction",5454.5,0.051478
"jump",2.5,3,"prediction",5525.3,0.051376
"jump",2.5,3,"prediction",5596,0.051277
"jump",2.5,3,"prediction",5666.7,0.051178
"jump",2.5,3,"prediction",5737.4,0.051081
"jump",2.5,3,"prediction",5808.1,0.050986
"jump",2.5,3,"prediction",5878.8,0.050891
"jump",2.5,3,"prediction",5949.5,0.050798
"jump",2.5,3,"prediction",6020.2,0.050707
"jump",2.5,3,"prediction",6090.9,0.050616
"jump",2.5,3,"prediction",6161.6,0.050527
"jump",2.5,3,"prediction",6232.3,0.050439
"jump",2.5,3,"prediction",6303,0.050352
"jump",2.5,3,"prediction",6373.7,0.050266
"jump",2.5,3,"prediction",6444.4,0.050182
"jump",2.5,3,"prediction",6515.2,0.050098
"jump",2.5,3,"prediction",6585.9,0.050016
"jump",2.5,3,"prediction",6656.6,0.049934
"jump",2.5,3,"prediction",6727.3,0.049854
"jump",2.5,3,"prediction",6798,0.049774
"jump",2.5,3,"prediction",6868.7,0.049695
"jump",2.5,3,"prediction",6939.4,0.049618
"jump",2.5,3,"prediction",7010.1,0.049541
"jump",2.5,3,"prediction",7080.8,0.049465
"jump",2.5,3,"prediction",7151.5,0.04939
"jump",2.5,3,"prediction",7222.2,0.049316
"jump",2.5,3,"prediction",7292.9,0.049243
"jump",2.5,3,"prediction",7363.6,0.049171
"jump",2.5,3,"prediction",7434.3,0.049099
"jump",2.5,3,"prediction",7505.1,0.049028
"jump",2.5,3,"prediction",7575.8,0.048958
"jump",2.5,3,"prediction",7646.5,0.048889
"jump",2.5,3,"prediction",7717.2,0.04882
"jump",2.5,3,"prediction",7787.9,0.048752
"jump",2.5,3,"prediction",7858.6,0.048685
"jump",2.5,3,"prediction",7929.3,0.048619
"jump",2.5,3,"prediction",8000,0.048553
"jump",3,3,"prediction",1000,0.066986
"jump",3,3,"prediction",1070.7,0.066267
"jump",3,3,"prediction",1141.4,0.065602
"jump",3,3,"prediction",1212.1,0.064985
"jump",3,3,"prediction",1282.8,0.064408
"jump",3,3,"prediction",1353.5,0.063868
"jump",3,3,"prediction",1424.2,0.06336
"jump",3,3,"prediction",1494.9,0.062881
"jump",3,3,"prediction",1565.7,0.062429
"jump",3,3,"prediction",1636.4,0.061999
"jump",3,3,"prediction",1707.1,0.061591
"jump",3,3,"prediction",1777.8,0.061203
"jump",3,3,"prediction",1848.5,0.060832
"jump",3,3,"prediction",1919.2,0.060477
"jump",3,3,"prediction",1989.9,0.060138
"jump",3,3,"prediction",2060.6,0.059812
"jump",3,3,"prediction",2131.3,0.059499
"jump",3,3,"prediction",2202,0.059199
"jump",3,3,"prediction",2272.7,0.058909
"jump",3,3,"prediction",2343.4,0.05863
"jump",3,3,"prediction",2414.1,0.05836
"jump",3,3,"prediction",2484.8,0.0581
"jump",3,3,"prediction",2555.6,0.057848
"jump",3,3,"prediction",2626.3,0.057604
"jump",3,3,"prediction",2697,0.057368
"jump",3,3,"prediction",2767.7,0.057139
"jump",3,3,"prediction",2838.4,0.056916
"jump",3,3,"prediction",2909.1,0.056701
"jump",3,3,"prediction",2979.8,0.056491
"jump",3,3,"prediction",3050.5,0.056287
"jump",3,3,"prediction",3121.2,0.056088
"jump",3,3,"prediction",3191.9,0.055894
"jump",3,3,"prediction",3262.6,0.055706
"jump",3,3,"prediction",3333.3,0.055522
"jump",3,3,"prediction",3404,0.055343
"jump",3,3,"prediction",3474.7,0.055168
"jump",3,3,"prediction",3545.5,0.054997
"jump",3,3,"prediction",3616.2,0.05483
"jump",3,3,"prediction",3686.9,0.054667
"jump",3,3,"prediction",3757.6,0.054507
"jump",3,3,"prediction",3828.3,0.054351
"jump",3,3,"prediction",3899,0.054198
"jump",3,3,"prediction",3969.7,0.054049
"jump",3,3,"prediction",4040.4,0.053902
"jump",3,3,"prediction",4111.1,0.053759
"jump",3,3,"prediction",4181.8,0.053618
"jump",3,3,"prediction",4252.5,0.05348
"jump",3,3,"prediction",4323.2,0.053345
"jump",3,3,"prediction",4393.9,0.053212
"jump",3,3,"prediction",4464.6,0.053082
"jump",3,3,"prediction",4535.4,0.052954
"jump",3,3,"prediction",4606.1,0.052829
"jump",3,3,"prediction",4676.8,0.052706
"jump",3,3,"prediction",4747.5,0.052584
"jump",3,3,"prediction",4818.2,0.052465
"jump",3,3,"prediction",4888.9,0.052348
"jump",3,3,"prediction",4959.6,0.052233
"jump",3,3,"prediction",5030.3,0.05212
"jump",3,3,"prediction",5101,0.052009
"jump",3,3,"prediction",5171.7,0.051899
"jump",3,3,"prediction",5242.4,0.051791
"jump",3,3,"prediction",5313.1,0.051685
"jump",3,3,"prediction",5383.8,0.051581
"jump",3,3,"prediction",5454.5,0.051478
"jump",3,3,"prediction",5525.3,0.051376
"jump",3,3,"prediction",5596,0.051277
"jump",3,3,"prediction",5666.7,0.051178
"jump",3,3,"prediction",5737.4,0.051081
"jump",3,3,"prediction",5808.1,0.050986
"jump",3,3,"prediction",5878.8,0.050891
"jump",3,3,"prediction",5949.5,0.050798
"jump",3,3,"prediction",6020.2,0.050707
"jump",3,3,"prediction",6090.9,0.050616
"jump",3,3,"prediction",6161.6,0.050527
"jump",3,3,"prediction",6232.3,0.050439
"jump",3,3,"prediction",6303,0.050352
"jump",3,3,"prediction",6373.7,0.050266
"jump",3,3,"prediction",6444.4,0.050182
"jump",3,3,"prediction",6515.2,0.050098
"jump",3,3,"prediction",6585.9,0.050016
"jump",3,3,"prediction",6656.6,0.049934
"jump",3,3,"prediction",6727.3,0.049854
"jump",3,3,"prediction",6798,0.049774
"jump",3,3,"prediction",6868.7,0.049695
"jump",3,3,"prediction",6939.4,0.049618
"jump",3,3,"prediction",7010.1,0.049541
"jump",3,3,"prediction",7080.8,0.049465
"jump",3,3,"prediction",7151.5,0.04939
"jump",3,3,"prediction",7222.2,0.049316
"jump",3,3,"prediction",7292.9,0.049243
"jump",3,3,"prediction",7363.6,0.049171
"jump",3,3,"prediction",7434.3,0.049099
"jump",3,3,"prediction",7505.1,0.049028
"jump",3,3,"prediction",7575.8,0.048958
"jump",3,3,"prediction",7646.5,0.048889
"jump",3,3,"prediction",7717.2,0.04882
"jump",3,3,"prediction",7787.9,0.048752
"jump",3,3,"prediction",7858.6,0.048685
"jump",3,3,"prediction",7929.3,0.048619
"jump",3,3,"prediction",8000,0.048553
"jump",3.5,3,"prediction",1000,0.066986
"jump",3.5,3,"prediction",1070.7,0.066267
"jump",3.5,3,"prediction",1141.4,0.065602
"jump",3.5,3,"prediction",1212.1,0.064985
"jump",3.5,3,"prediction",1282.8,0.064408
"jump",3.5,3,"prediction",1353.5,0.063868
"jump",3.5,3,"prediction",1424.2,0.06336
"jump",3.5,3,"prediction",1494.9,0.062881
"jump",3.5,3,"prediction",1565.7,0.062429
"jump",3.5,3,"prediction",1636.4,0.061999
"jump",3.5,3,"prediction",1707.1,0.061591
"jump",3.5,3,"prediction",1777.8,0.061203
"jump",3.5,3,"prediction",1848.5,0.060832
"jump",3.5,3,"prediction",1919.2,0.060477
"jump",3.5,3,"prediction",1989.9,0.060138
"jump",3.5,3,"prediction",2060.6,0.059812
"jump",3.5,3,"prediction",2131.3,0.059499
"jump",3.5,3,"prediction",2202,0.059199
"jump",3.5,3,"prediction",2272.7,0.058909
"jump",3.5,3,"prediction",2343.4,0.05863
"jump",3.5,3,"prediction",2414.1,0.05836
"jump",3.5,3,"prediction",2484.8,0.0581
"jump",3.5,3,"prediction",2555.6,0.057848
"jump",3.5,3,"prediction",2626.3,0.057604
"jump",3.5,3,"prediction",2697,0.057368
"jump",3.5,3,"prediction",2767.7,0.057139
"jump",3.5,3,"prediction",2838.4,0.056916
"jump",3.5,3,"prediction",2909.1,0.056701
"jump",3.5,3,"prediction",2979.8,0.056491
"jump",3.5,3,"prediction",3050.5,0.056287
"jump",3.5,3,"prediction",3121.2,0.056088
"jump",3.5,3,"prediction",3191.9,0.055894
"jump",3.5,3,"prediction",3262.6,0.055706
"jump",3.5,3,"prediction",3333.3,0.055522
"jump",3.5,3,"prediction",3404,0.055343
"jump",3.5,3,"prediction",3474.7,0.055168
"jump",3.5,3,"prediction",3545.5,0.054997
"jump",3.5,3,"prediction",3616.2,0.05483
"jump",3.5,3,"prediction",3686.9,0.054667
"jump",3.5,3,"prediction",3757.6,0.054507
"jump",3.5,3,"prediction",3828.3,0.054351
"jump",3.5,3,"prediction",3899,0.054198
"jump",3.5,3,"prediction",3969.7,0.054049
"jump",3.5,3,"prediction",4040.4,0.053902
"jump",3.5,3,"prediction",4111.1,0.053759
"jump",3.5,3,"prediction",4181.8,0.053618
"jump",3.5,3,"prediction",4252.5,0.05348
"jump",3.5,3,"prediction",4323.2,0.053345
"jump",3.5,3,"prediction",4393.9,0.053212
"jump",3.5,3,"prediction",4464.6,0.053082
"jump",3.5,3,"prediction",4535.4,0.052954
"jump",3.5,3,"prediction",4606.1,0.052829
"jump",3.5,3,"prediction",4676.8,0.052706
"jump",3.5,3,"prediction",4747.5,0.052584
"jump",3.5,3,"prediction",4818.2,0.052465
"jump",3.5,3,"prediction",4888.9,0.052348
"jump",3.5,3,"prediction",4959.6,0.052233
"jump",3.5,3,"prediction",5030.3,0.05212
"jump",3.5,3,"prediction",5101,0.052009
"jump",3.5,3,"prediction",5171.7,0.051899
"jump",3.5,3,"prediction",5242.4,0.051791
"jump",3.5,3,"prediction",5313.1,0.051685
"jump",3.5,3,"prediction",5383.8,0.051581
"jump",3.5,3,"prediction",5454.5,0.051478
"jump",3.5,3,"prediction",5525.3,0.051376
"jump",3.5,3,"prediction",5596,0.051277
"jump",3.5,3,"prediction",5666.7,0.051178
"jump",3.5,3,"prediction",5737.4,0.051081
"jump",3.5,3,"prediction",5808.1,0.050986
"jump",3.5,3,"prediction",5878.8,0.050891
"jump",3.5,3,"prediction",5949.5,0.050798
"jump",3.5,3,"prediction",6020.2,0.050707
"jump",3.5,3,"prediction",6090.9,0.050616
"jump",3.5,3,"prediction",6161.6,0.050527
"jump",3.5,3,"prediction",6232.3,0.050439
"jump",3.5,3,"prediction",6303,0.050352
"jump",3.5,3,"prediction",6373.7,0.050266
"jump",3.5,3,"prediction",6444.4,0.050182
"jump",3.5,3,"prediction",6515.2,0.050098
"jump",3.5,3,"prediction",6585.9,0.050016
"jump",3.5,3,"prediction",6656.6,0.049934
"jump",3.5,3,"prediction",6727.3,0.049854
"jump",3.5,3,"prediction",6798,0.049774
"jump",3.5,3,"prediction",6868.7,0.049695
"jump",3.5,3,"prediction",6939.4,0.049618
"jump",3.5,3,"prediction",7010.1,0.049541
"jump",3.5,3,"prediction",7080.8,0.049465
"jump",3.5,3,"prediction",7151.5,0.04939
"jump",3.5,3,"prediction",7222.2,0.049316
"jump",3.5,3,"prediction",7292.9,0.049243
"jump",3.5,3,"prediction",7363.6,0.049171
"jump",3.5,3,"prediction",7434.3,0.049099
"jump",3.5,3,"prediction",7505.1,0.049028
"jump",3.5,3,"prediction",7575.8,0.048958
"jump",3.5,3,"prediction",7646.5,0.048889
"jump",3.5,3,"prediction",7717.2,0.04882
"jump",3.5,3,"prediction",7787.9,0.048752
"jump",3.5,3,"prediction",7858.6,0.048685
"jump",3.5,3,"prediction",7929.3,0.048619
"jump",3.5,3,"prediction",8000,0.048553
"jump",2,1,"simulation",1000,0.29476
"jump",2,1,"simulation",3000,0.29683
"jump",2,1,"simulation",5000,0.29446
"jump",2,1,"simulation",7000,0.29206
"jump",2,1,"simulation",9000,0.29676
"jump",2.5,1,"simulation",1000,0.29101
"jump",2.5,1,"simulation",3000,0.29729
"jump",2.5,1,"simulation",5000,0.29415
"jump",2.5,1,"simulation",7000,0.29633
"jump",2.5,1,"simulation",9000,0.29455
"jump",3,1,"simulation",1000,0.28995
"jump",3,1,"simulation",3000,0.29784
"jump",3,1,"simulation",5000,0.30027
"jump",3,1,"simulation",7000,0.29613
"jump",3,1,"simulation",9000,0.29437
"jump",3.5,1,"simulation",1000,0.30014
"jump",3.5,1,"simulation",3000,0.29551
"jump",3.5,1,"simulation",5000,0.29478
"jump",3.5,1,"simulation",7000,0.29698
"jump",3.5,1,"simulation",9000,0.30223
"jump",2,2,"simulation",961,0.046041
"jump",2,2,"simulation",2916,0.043502
"jump",2,2,"simulation",4900,0.043257
"jump",2,2,"simulation",6889,0.042581
"jump",2,2,"simulation",8836,0.04212
"jump",2.5,2,"simulation",961,0.061996
"jump",2.5,2,"simulation",2916,0.060397
"jump",2.5,2,"simulation",4900,0.058991
"jump",2.5,2,"simulation",6889,0.057469
"jump",2.5,2,"simulation",8836,0.057255
"jump",3,2,"simulation",961,0.080632
"jump",3,2,"simulation",2916,0.076973
"jump",3,2,"simulation",4900,0.075591
"jump",3,2,"simulation",6889,0.074084
"jump",3,2,"simulation",8836,0.07359
"jump",3.5,2,"simulation",961,0.095191
"jump",3.5,2,"simulation",2916,0.089818
"jump",3.5,2,"simulation",4900,0.088547
"jump",3.5,2,"simulation",6889,0.088311
"jump",3.5,2,"simulation",8836,0.086476
"jump",2,3,"simulation",1000,0.038758
"jump",2,3,"simulation",2744,0.031402
"jump",2,3,"simulation",4913,0.029014
"jump",2,3,"simulation",6859,0.027238
"jump",2,3,"simulation",8000,0.026626
"jump",2.5,3,"simulation",1000,0.032632
"jump",2.5,3,"simulation",2744,0.027361
"jump",2.5,3,"simulation",4913,0.024233
"jump",2.5,3,"simulation",6859,0.023054
"jump",2.5,3,"simulation",8000,0.022363
"jump",3,3,"simulation",1000,0.030056
"jump",3,3,"simulation",2744,0.025215
"jump",3,3,"simulation",4913,0.023079
"jump",3,3,"simulation",6859,0.021778
"jump",3,3,"simulation",8000,0.02132
"jump",3.5,3,"simulation",1000,0.031257
"jump",3.5,3,"simulation",2744,0.027021
"jump",3.5,3,"simulation",4913,0.024503
"jump",3.5,3,"simulation",6859,0.02348
"jump",3.5,3,"simulation",8000,0.022728
"memory",1,1,"prediction",1000,0.29798
"memory",1,1,"prediction",1080.8,0.29798
"memory",1,1,"prediction",1161.6,0.29798
"memory",1,1,"prediction",1242.4,0.29798
"memory",1,1,"prediction",1323.2,0.29798
"memory",1,1,"prediction",1404,0.29798
"memory",1,1,"prediction",1484.8,0.29798
"memory",1,1,"prediction",1565.7,0.29798
"memory",1,1,"prediction",1646.5,0.29798
"memory",1,1,"prediction",1727.3,0.29798
"memory",1,1,"prediction",1808.1,0.29798
"memory",1,1,"prediction",1888.9,0.29798
"memory",1,1,"prediction",1969.7,0.29798
"memory",1,1,"prediction",2050.5,0.29798
"memory",1,1,"prediction",2131.3,0.29798
"memory",1,1,"prediction",2212.1,0.29798
"memory",1,1,"prediction",2292.9,0.29798
"memory",1,1,"prediction",2373.7,0.29798
"memory",1,1,"prediction",2454.5,0.29798
"memory",1,1,"prediction",2535.4,0.29798
"memory",1,1,"prediction",2616.2,0.29798
"memory",1,1,"prediction",2697,0.29798
"memory",1,1,"prediction",2777.8,0.29798
"memory",1,1,"prediction",2858.6,0.29798
"memory",1,1,"prediction",2939.4,0.29798
"memory",1,1,"prediction",3020.2,0.29798
"memory",1,1,"prediction",3101,0.29798
"memory",1,1,"prediction",3181.8,0.29798
"memory",1,1,"prediction",3262.6,0.29798
"memory",1,1,"prediction",3343.4,0.29798
"memory",1,1,"prediction",3424.2,0.29798
"memory",1,1,"prediction",3505.1,0.29798
"memory",1,1,"prediction",3585.9,0.29798
"memory",1,1,"prediction",3666.7,0.29798
"memory",1,1,"prediction",3747.5,0.29798
"memory",1,1,"prediction",3828.3,0.29798
"memory",1,1,"prediction",3909.1,0.29798
"memory",1,1,"prediction",3989.9,0.29798
"memory",1,1,"prediction",4070.7,0.29798
"memory",1,1,"prediction",4151.5,0.29798
"memory",1,1,"prediction",4232.3,0.29798
"memory",1,1,"prediction",4313.1,0.29798
"memory",1,1,"prediction",4393.9,0.29798
"memory",1,1,"prediction",4474.7,0.29798
"memory",1,1,"prediction",4555.6,0.29798
"memory",1,1,"prediction",4636.4,0.29798
"memory",1,1,"prediction",4717.2,0.29798
"memory",1,1,"prediction",4798,0.29798
"memory",1,1,"prediction",4878.8,0.29798
"memory",1,1,"prediction",4959.6,0.29798
"memory",1,1,"prediction",5040.4,0.29798
"memory",1,1,"prediction",5121.2,0.29798
"memory",1,1,"prediction",5202,0.29798
"memory",1,1,"prediction",5282.8,0.29798
"memory",1,1,"prediction",5363.6,0.29798
"memory",1,1,"prediction",5444.4,0.29798
"memory",1,1,"prediction",5525.3,0.29798
"memory",1,1,"prediction",5606.1,0.29798
"memory",1,1,"prediction",5686.9,0.29798
"memory",1,1,"prediction",5767.7,0.29798
"memory",1,1,"prediction",5848.5,0.29798
"memory",1,1,"prediction",5929.3,0.29798
"memory",1,1,"prediction",6010.1,0.29798
"memory",1,1,"prediction",6090.9,0.29798
"memory",1,1,"prediction",6171.7,0.29798
"memory",1,1,"prediction",6252.5,0.29798
"memory",1,1,"prediction",6333.3,0.29798
"memory",1,1,"prediction",6414.1,0.29798
"memory",1,1,"prediction",6494.9,0.29798
"memory",1,1,"prediction",6575.8,0.29798
"memory",1,1,"prediction",6656.6,0.29798
"memory",1,1,"prediction",6737.4,0.29798
"memory",1,1,"prediction",6818.2,0.29798
"memory",1,1,"prediction",6899,0.29798
"memory",1,1,"prediction",6979.8,0.29798
"memory",1,1,"prediction",7060.6,0.29798
"memory",1,1,"prediction",7141.4,0.29798
"memory",1,1,"prediction",7222.2,0.29798
"memory",1,1,"prediction",7303,0.29798
"memory",1,1,"prediction",7383.8,0.29798
"memory",1,1,"prediction",7464.6,0.29798
"memory",1,1,"prediction",7545.5,0.29798
"memory",1,1,"prediction",7626.3,0.29798
"memory",1,1,"prediction",7707.1,0.29798
"memory",1,1,"prediction",7787.9,0.29798
"memory",1,1,"prediction",7868.7,0.29798
"memory",1,1,"prediction",7949.5,0.29798
"memory",1,1,"prediction",8030.3,0.29798
"memory",1,1,"prediction",8111.1,0.29798
"memory",1,1,"prediction",8191.9,0.29798
"memory",1,1,"prediction",8272.7,0.29798
"memory",1,1,"prediction",8353.5,0.29798
"memory",1,1,"prediction",8434.3,0.29798
"memory",1,1,"prediction",8515.2,0.29798
"memory",1,1,"prediction",8596,0.29798
"memory",1,1,"prediction",8676.8,0.29798
"memory",1,1,"prediction",8757.6,0.29798
"memory",1,1,"prediction",8838.4,0.29798
"memory",1,1,"prediction",8919.2,0.29798
"memory",1,1,"prediction",9000,0.29798
"memory",1,2,"prediction",961,0.17562
"memory",1,2,"prediction",1040.5,0.17467
"memory",1,2,"prediction",1120.1,0.17379
"memory",1,2,"prediction",1199.6,0.17298
"memory",1,2,"prediction",1279.2,0.17224
"memory",1,2,"prediction",1358.7,0.17154
"memory",1,2,"prediction",1438.3,0.17089
"memory",1,2,"prediction",1517.8,0.17028
"memory",1,2,"prediction",1597.4,0.16971
"memory",1,2,"prediction",1676.9,0.16916
"memory",1,2,"prediction",1756.5,0.16865
"memory",1,2,"prediction",1836,0.16816
"memory",1,2,"prediction",1915.5,0.1677
"memory",1,2,"prediction",1995.1,0.16726
"memory",1,2,"prediction",2074.6,0.16684
"memory",1,2,"prediction",2154.2,0.16643
"memory",1,2,"prediction",2233.7,0.16604
"memory",1,2,"prediction",2313.3,0.16567
"memory",1,2,"prediction",2392.8,0.16532
"memory",1,2,"prediction",2472.4,0.16497
"memory",1,2,"prediction",2551.9,0.16464
"memory",1,2,"prediction",2631.5,0.16432
"memory",1,2,"prediction",2711,0.16401
"memory",1,2,"prediction",2790.5,0.16371
"memory",1,2,"prediction",2870.1,0.16342
"memory",1,2,"prediction",2949.6,0.16314
"memory",1,2,"prediction",3029.2,0.16287
"memory",1,2,"prediction",3108.7,0.16261
"memory",1,2,"prediction",3188.3,0.16235
"memory",1,2,"prediction",3267.8,0.1621
"memory",1,2,"prediction",3347.4,0.16186
"memory",1,2,"prediction",3426.9,0.16162
"memory",1,2,"prediction",3506.5,0.1614
"memory",1,2,"prediction",3586,0.16117
"memory",1,2,"prediction",3665.5,0.16095
"memory",1,2,"prediction",3745.1,0.16074
"memory",1,2,"prediction",3824.6,0.16053
"memory",1,2,"prediction",3904.2,0.16033
"memory",1,2,"prediction",3983.7,0.16013
"memory",1,2,"prediction",4063.3,0.15994
"memory",1,2,"prediction",4142.8,0.15975
"memory",1,2,"prediction",4222.4,0.15956
"memory",1,2,"prediction",4301.9,0.15938
"memory",1,2,"prediction",4381.5,0.15921
"memory",1,2,"prediction",4461,0.15903
"memory",1,2,"prediction",4540.5,0.15886
"memory",1,2,"prediction",4620.1,0.1587
"memory",1,2,"prediction",4699.6,0.15853
"memory",1,2,"prediction",4779.2,0.15837
"memory",1,2,"prediction",4858.7,0.15821
"memory",1,2,"prediction",4938.3,0.15806
"memory",1,2,"prediction",5017.8,0.15791
"memory",1,2,"prediction",5097.4,0.15776
"memory",1,2,"prediction",5176.9,0.15761
"memory",1,2,"prediction",5256.5,0.15747
"memory",1,2,"prediction",5336,0.15733
"memory",1,2,"prediction",5415.5,0.15719
"memory",1,2,"prediction",5495.1,0.15705
"memory",1,2,"prediction",5574.6,0.15692
"memory",1,2,"prediction",5654.2,0.15678
"memory",1,2,"prediction",5733.7,0.15665
"memory",1,2,"prediction",5813.3,0.15652
"memory",1,2,"prediction",5892.8,0.1564
"memory",1,2,"prediction",5972.4,0.15627
"memory",1,2,"prediction",6051.9,0.15615
"memory",1,2,"prediction",6131.5,0.15603
"memory",1,2,"prediction",6211,0.15591
"memory",1,2,"prediction",6290.5,0.15579
"memory",1,2,"prediction",6370.1,0.15568
"memory",1,2,"prediction",6449.6,0.15556
"memory",1,2,"prediction",6529.2,0.15545
"memory",1,2,"prediction",6608.7,0.15534
"memory",1,2,"prediction",6688.3,0.15523
"memory",1,2,"prediction",6767.8,0.15512
"memory",1,2,"prediction",6847.4,0.15502
"memory",1,2,"prediction",6926.9,0.15491
"memory",1,2,"prediction",7006.5,0.15481
"memory",1,2,"prediction",7086,0.15471
"memory",1,2,"prediction",7165.5,0.15461
"memory",1,2,"prediction",7245.1,0.15451
"memory",1,2,"prediction",7324.6,0.15441
"memory",1,2,"prediction",7404.2,0.15431
"memory",1,2,"prediction",7483.7,0.15422
"memory",1,2,"prediction",7563.3,0.15412
"memory",1,2,"prediction",7642.8,0.15403
"memory",1,2,"prediction",7722.4,0.15393
"memory",1,2,"prediction",7801.9,0.15384
"memory",1,2,"prediction",7881.5,0.15375
"memory",1,2,"prediction",7961,0.15366
"memory",1,2,"prediction",8040.5,0.15357
"memory",1,2,"prediction",8120.1,0.15349
"memory",1,2,"prediction",8199.6,0.1534
"memory",1,2,"prediction",8279.2,0.15331
"memory",1,2,"prediction",8358.7,0.15323
"memory",1,2,"prediction",8438.3,0.15315
"memory",1,2,"prediction",8517.8,0.15306
"memory",1,2,"prediction",8597.4,0.15298
"memory",1,2,"prediction",8676.9,0.1529
"memory",1,2,"prediction",8756.5,0.15282
"memory",1,2,"prediction",8836,0.15274
"memory",1,3,"prediction",1000,0.066986
"memory",1,3,"prediction",1070.7,0.066267
"memory",1,3,"prediction",1141.4,0.065602
"memory",1,3,"prediction",1212.1,0.064985
"memory",1,3,"prediction",1282.8,0.064408
"memory",1,3,"prediction",1353.5,0.063868
"memory",1,3,"prediction",1424.2,0.06336
"memory",1,3,"prediction",1494.9,0.062881
"memory",1,3,"prediction",1565.7,0.062429
"memory",1,3,"prediction",1636.4,0.061999
"memory",1,3,"prediction",1707.1,0.061591
"memory",1,3,"prediction",1777.8,0.061203
"memory",1,3,"prediction",1848.5,0.060832
"memory",1,3,"prediction",1919.2,0.060477
"memory",1,3,"prediction",1989.9,0.060138
"memory",1,3,"prediction",2060.6,0.059812
"memory",1,3,"prediction",2131.3,0.059499
"memory",1,3,"prediction",2202,0.059199
"memory",1,3,"prediction",2272.7,0.058909
"memory",1,3,"prediction",2343.4,0.05863
"memory",1,3,"prediction",2414.1,0.05836
"memory",1,3,"prediction",2484.8,0.0581
"memory",1,3,"prediction",2555.6,0.057848
"memory",1,3,"prediction",2626.3,0.057604
"memory",1,3,"prediction",2697,0.057368
"memory",1,3,"prediction",2767.7,0.057139
"memory",1,3,"prediction",2838.4,0.056916
"memory",1,3,"prediction",2909.1,0.056701
"memory",1,3,"prediction",2979.8,0.056491
"memory",1,3,"prediction",3050.5,0.056287
"memory",1,3,"prediction",3121.2,0.056088
"memory",1,3,"prediction",3191.9,0.055894
"memory",1,3,"prediction",3262.6,0.055706
"memory",1,3,"prediction",3333.3,0.055522
"memory",1,3,"prediction",3404,0.055343
"memory",1,3,"prediction",3474.7,0.055168
"memory",1,3,"prediction",3545.5,0.054997
"memory",1,3,"prediction",3616.2,0.05483
"memory",1,3,"prediction",3686.9,0.054667
"memory",1,3,"prediction",3757.6,0.054507
"memory",1,3,"prediction",3828.3,0.054351
"memory",1,3,"prediction",3899,0.054198
"memory",1,3,"prediction",3969.7,0.054049
"memory",1,3,"prediction",4040.4,0.053902
"memory",1,3,"prediction",4111.1,0.053759
"memory",1,3,"prediction",4181.8,0.053618
"memory",1,3,"prediction",4252.5,0.05348
"memory",1,3,"prediction",4323.2,0.053345
"memory",1,3,"prediction",4393.9,0.053212
"memory",1,3,"prediction",4464.6,0.053082
"memory",1,3,"prediction",4535.4,0.052954
"memory",1,3,"prediction",4606.1,0.052829
"memory",1,3,"prediction",4676.8,0.052706
"memory",1,3,"prediction",4747.5,0.052584
